artist_name,track_name,release_date,genre,lyrics
Bertha Tillman,Oh My Angel,2004,soul,"Oh, my angel Come back to me And I will love you 'Til eternity [Verse 2] Oh, my angel (Oh, my angel, oh, my angel, oh, my angel, oh, my angel) This fire in my heart (Oh, my angel, oh, my angel, oh, my angel, oh, my angel) Concerns my happiness (Oh, my angel, oh, my angel, oh, my angel, oh, my angel) Since we are apart [Bridge] I have nothing to hope for I have nothing to cling to Life for me has no meaning, darling If I have to live it without you [Verse 1] Oh, my angel Come back to me And I will love you 'Til eternity [Outro] Oh, my angel"
Parcels,Gamesofluck,2016,soul,"You sowed it slower to find your man But folding over won't hide your hand [Pre-Chorus] 'Cause you waited long enough Hesitated over love Now you're taking over us 'Cause you waited long enough Hesitated over love Now you're taking over [Chorus] Huh, ooh, I can't just believe it Huh, ooh, I can not receive that Huh, ooh, but I can't just believe it [Verse 2] The strongest shoulder won't hold you up And cold October won't call your bluff [Pre-Chorus] 'Cause you make it dangerous When you're playing games of luck Now you're taking over us 'Cause you make it dangerous When you're playing games of luck Now you're taking over us [Chorus] Huh, ooh, I can't just believe it Huh, ooh, I can not receive that Huh, ooh, but I can't just believe it [Spoken Outro] Yes, this is the moment that are difficult for, er, change The mentality of the world After electronic, after computer for the people Automatic for the people, it’s real This is the experience, yeah Tomorrow, you will think another one And tomorrow, you will make another and another, forever These experiences is the moment This imagination twenty, fifty years ago Now is automatic, yes"
Paolo Nutini,Candy,2009,soul,"I was perched outside in the pouring rain Trying to make myself a sail Then I'll float to you, my darlin' With the evening on my tail [Verse 2] Although not the most honest means of travel It gets me there nonetheless I'm a heartless man at worst, babe And a helpless one at best [Chorus] Darling, I'll bathe your skin I'll even wash your clothes Just give me some candy before I go Oh darling, I'll kiss your eyes And lay you down on your rug Just give me some candy after my hug [Verse 3] Oh, and I'm often false explaining But to her it plays out all the same And although I'm left defeated It gets held against my name [Verse 4] I know you got plenty to offer, baby But I guess I've taken quite enough Well, I'm some stain there on your bed sheet You're my diamond in the rough [Chorus] Darling, I'll bathe your skin I'll even wash your clothes Just give me some candy before I go Oh darling, I'll kiss your eyes And lay you down on your rug Just give me some candy after my hug [Verse 5] I know that they're writings on the wall But darling, I'll bathe your skin I'll even wash your clothes Just give me some candy before I go Oh darling, I'll kiss your eyes and lay you down on your rug Just give me some candy after my hug [Bridge] Oh, and I'll be there waiting for you Oh, I'll be there waiting for you Oh, I'll be there waiting for you Oh, I'll be there waiting for you Oh, I'll be there waiting for you Oh, I'll be there waiting for you [Outro] (Oh, I'll be there waiting for you) All the cutthroats and their jagged ends All of them have got me waiting and waiting (Oh, I'll be there waiting for you) All the cheap and the sugary philosophies Have got me on the fence just waiting and waiting (Oh, I'll be there waiting for you) All the angels and their halos All they do is keep me waiting and waiting (Oh, I'll be there waiting for you) All the cutthroats and their jagged ends All of them have got me waiting and waiting (Oh, I'll be there waiting for you) All the cheap and the sugary philosophies Have got me on the fence just waiting and waiting (Oh, I'll be there waiting for you) All the angels and their halos All they do is keep me waiting and waiting"
Thundercat,Them Changes,2017,soul,"Nobody move, there's blood on the floor And I can't find my heart Where did it go? Did I leave it in the cold? So please give it back, 'cause it's not yours to take It must've fell when I lost my mind Deep in the cut, drowning it in pain Somebody help 'cause I can't find my way Nobody move, nobody move [Interlude] Ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh Ahh-ahh [Verse 2] Somebody tell me how I'm supposed to feel When I'm sitting here knowing this ain't real (Ain't real) Why in the world would I give my heart to you Just to watch you throw it in the trash? I've been traveling so long, I don't think I can hold on Where were you when I needed you the most? Now I'm sitting here with a black hole in my chest A heartless, broken mess [Outro] Ooh-ooh, ooh-ooh, ooh Ooh-ooh-ooh, ooh-ooh-ooh Ooh-ooh, ooh-ooh, ooh La-la-la, la-la Ooh-ooh-ooh, ooh-ooh Ooh-ooh-ooh, ooh-ooh Ooh-ooh-ooh, ooh-ooh"
Alicia Keys,Empire State of Mind (Part II) Broken Down,2009,soul,"Ooh, New York Ooh, New York [Verse 1] Grew up in a town that is famous as a place of movie scenes Noise is always loud, there are sirens all around and the streets are mean If I can make it here, I can make it anywhere, that's what they say Seein' my face in lights or my name on marquees found down on Broadway [Pre-Chorus] Even if it ain't all it seems (Come on) I got a pocketful of dreams (Come on) [Chorus] Baby, I'm from New York (Oh, yeah) Concrete jungle where dreams are made of (Oh, come on) There's nothin' you can't do (Come on) Now you're in New York (Oh, yeah) These streets will make you feel brand-new (Oh, come on) Big lights will inspire you (Big shine) Hear it for New York (Uh), New York (Yeah), New York (Uh) [Verse 2] On the avenue, there ain't ever a curfew, ladies work so hard Such a meltin' pot, on the corner sellin' rock, preachers pray to God Hail a gypsy cab, takes me down from Harlem to the Brooklyn Bridge Someone sleeps tonight with a hunger far more than an empty fridge [Pre-Chorus] I'ma make it by any means (Come on) I got a pocketful of dreams (Come on) [Chorus] Baby, I'm from New York (Oh, yeah) Concrete jungle where dreams are made of (Oh, come on) There's nothin' you can't do (Come on) Now you're in New York (Oh, yeah) These streets will make you feel brand-new (Oh, come on) Big lights will inspire you (Big shine) Hear it for New York (Uh), New York (Yeah), New York (Uh) [Bridge] One hand in the air for the big city (Uh) Street lights, big dreams, all lookin' pretty (Yeah) No place in the world that can compare (Uh) Put your lighters in the air Everybody say, ""Yeah, yeah, yeah, yeah"" [Chorus] In New York (Oh, yeah) Concrete jungle where dreams are made of (Oh, come on) There's nothin' you can't do (Come on) Now you're in New York (Oh, yeah) These streets will make you feel brand-new (Oh, come on) Big lights will inspire you (Big shine) Hear it for New York"
Dusty Springfield,Spooky,1968,soul,"In the cool of the evening when everything is gettin' kind of groovy You call me up and ask me would I like to go with you and see a movie First I say, ""No, I've got some plans for the night,"" and then I stop And say, ""Alright"" Love is kinda crazy with a spooky little boy like you [Verse 2] You always keep me guessin', I never seem to know what you are thinkin' And if a girl looks at you it's for sure your little eye will be a-winkin' I get confused, I never know where I stand, and then you smile And hold my hand Love is kinda crazy with a spooky little boy like you Spooky [Verse 3] If you decide someday to stop this little game that you are playing I'm gonna tell you all the things my heart's been a-dyin' to be sayin' Just like a ghost you've been a-hauntin' my dreams, but now I know You're not what you seem Love is kinda crazy with a spooky little boy like you [Outro] Spooky, yeah Ah, spooky Mmm, spooky Ah, ah, ah, spooky Ooh, spooky, yeah Ah, ah, ah, spooky"
Wafia,Heartburn,2015,soul,"Well, I guess what hurt me most of all You were playing with my heart Tell me, why am I emotional When I knew it from the start? [Chorus] And tell me, why does my heart burn when I see your face? You have made your decision, put me in my place And the lies you've been hiding, taking up your space Tell me, why does my heart burn this way When I see your face? When I see your face? [Verse 2] All this time you left me wanting more Had me swallowing all of my pride Wonder where this part of you came from It was hidden in the shallow of your eyes [Chorus] And tell me, why does my heart burn when I see your face? You have made your decision, put me in my place And the lies you've been hiding, taking up your space Tell me, why does my heart burn this way When I see your face? When I see your face? [Bridge] Lover, why you been hiding From the places we've been? From the places we've been? Lover, why you been hiding From the places we've been? From the places we've been? Lover, why you been hiding From the places we've been? From the places we've been? Lover, why you been hiding From the places we've been? From the places we've been? [Chorus] And tell me, why does my heart burn when I see your face? You have made your decision, put me in my place And the lies you've been hiding, taking up your space Tell me, why does my heart burn this way When I see your face? [Outro] يحرق قلبي يحرق قلبي يحرق قلبي"
Sade,No Ordinary Love,1992,soul,"[Verse 1] I gave you all the love I got I gave you more than I could give Gave you love I gave you all that I have inside And you took my love You took my love [Pre-Chorus] Didn't I tell you What I believe? Did somebody say that A love like that won't last? Didn't I give you All that I've got to give, baby? [Verse 2] I gave you all the love I got I gave you more than I could give Gave you love I gave you all that I have inside And you took my love You took my love [Refrain] I keep crying (Keep crying) I keep trying for you There's nothing like you and I, baby [Chorus] This is no ordinary love No ordinary love This is no ordinary love No ordinary love [Verse 3] When you came my way (Came my way) You brightened every day With your sweet smile [Pre-Chorus] Didn't I tell you What I believe? Did somebody say that A love like that won't last? Didn't I give you All that I've got to give, baby? [Chorus] This is no ordinary love No ordinary love This is no ordinary love No ordinary love [Instrumental Break] [Refrain] I keep crying (Keep crying) I keep trying for you There's nothing like you and I baby [Chorus] This is no ordinary love No ordinary love This is no ordinary love No ordinary love [Instrumental Break] [Outro] Keep trying for you Keep crying for you Keep lying for you Keep flying, I'm falling And I'm falling Keep trying for you Keep crying for you Keep lying for you Keep flying, I'm falling And I'm falling"
SAULT,Why Why Why Why Why,2019,soul,"I know you think about it, how my body makes you feel (No, don't stop, don't, don't stop) And we can fool about, but I don't wanna have to steal (No, don't stop, don't, don't stop) [Chorus] I understand you're not mine Babe, why, why, why, why, why? Even when you're with me You lie, lie, lie, lie, lie And I know it will never change But I still can't say goodbye [Verse 2] Old habits, you're one of them (You are my weakness) Take my heed, this has to end (You are my weakness) I thought you would take me away (I thought that you could) So now I have to start again (You understand) [Chorus] I understand you're not mine Babe, why, why, why, why, why? Even when you're with me You lie, lie, lie, lie, lie And I know it will never change But I still can't say goodbye [Post-Chorus] (No, don't stop, don't stop how you feel) (No, don't stop, don't stop how you feel) [Bridge] (It's so hard to, no, don't stop) Can't change where we been (It's so hard to, no, don't stop) It was coming from (It's so hard to, no, don't stop) It was very real (It's so hard to, no, don't stop) Feel so stupid (It's so hard to, no, don't stop) Can't change where we been (It's so hard to, no, don't stop) It was coming from (It's so hard to, no, don't stop) It was very real (It's so hard to, no, don't stop) Feel so stupid (Stop) [Chorus] I understand you're not mine Babe, why, why, why, why, why? Even when you're with me You lie, lie, lie, lie, lie And I know it will never change But I still can't say goodbye"
Sade,Your Love Is King,1984,soul,"Your love is king, crown you in my heart Your love is king, never need to part Your kisses ring, round and round and round my head Touching the very part of me, it's making my soul sing Tearing the very heart of me, I'm crying out for more [Chorus 2] Your love is king, crown you in my heart Your love is king, you're the ruler of my heart Your kisses ring, round and round and round my head Touching the very part of me, it's making my soul sing I'm crying out for more, your love is king [Verse 1] I'm coming on I'm coming You're making me dance Inside [Chorus 1] Your love is king, crown you in my heart Your love is king, never need to part Your kisses ring, round and round and round my head Touching the very part of me, it's making my soul sing Tearing the very heart of me, I'm crying out for more [Post-Chorus] Touching the very part of me, it's making my soul sing I'm crying out for more, your love is king [Verse 2] This is no blind faith This is no sad and sorry dream This is no blind faith Your love, your love is real [Chorus 3] Gotta crown me with your heart (Your love is king) Never, never need to part (Your love is king) Touch me (Your love is king) I'm coming (Your love is king) It's making me dance (Your love is king) Never letting go (Your love is king) Never letting go of your love (Your love is king) Never gonna give it up (Your love is king) [Outro] I'm coming (Your love is king) It's making me dance"
Marvin Gaye,Let's Get It On,1973,soul,"I've been really trying, baby Trying to hold back this feeling for so long And if you feel like I feel, baby Then come on, oh, come on, ooh [Chorus] Let's get it on, ow, baby Let's get it on, let's love, baby Let's get it on, sugar Let's get it on, woo [Verse 2] We're all sensitive people with so much to give Understand me, sugar Since we got to be here, let's live, I love you There's nothing wrong with me loving you, baby, no, no And giving yourself to me can never be wrong If the love is true, oh, baby, ooh [Bridge] Now don't you know how sweet and wonderful life can be? Ooh, ooh I'm asking you, baby, to get it on with me, ooh, ooh, ooh I ain't gonna worry, I ain't gonna push, I won't push you, baby So come on, come on, come on, come on, come on, baby Stop beating 'round the bush, hey [Verse 3] Let's get it on, ooh, ooh, let's get it on You know what I'm talkin' 'bout Come on, baby, hey, let your love come out If you believe in love Let's get it on, ooh, let's get it on, baby This minute, oh yeah, let's get it on Please, let's get it on, hey, hey [Bridge] I know you know what I been dreamin' of, don't you, baby? My whole body wants that feelin' of love, oh, help me, woo I ain't gonna worry, no, I ain't gonna push I won't push you, baby, woo Come on, come on, come on, come on, darling Stop beatin' 'round the bush [Refrain] Oh, gonna get it on, threatenin' you, baby I wanna get it on You don't have to worry that it's wrong If the spirit moves you Let me groove you good Let your love come down Oh, get it on, come on, baby Do you know the meaning of being sanctified? Hey, hey Girl, you give me good feeling, so good, somethin' like sanctified Oh, do right, baby Nothing wrong with love If you want to love me, just let yourself go Oh baby, let's get it on right now"
Adele,Hometown Glory,2008,soul,"I've been walking in the same way as I did Missing out the cracks in the pavement And tutting my heel and strutting my feet ""Is there anything I can do for you, dear?"" ""Is there anyone I could call?"" ""No and thank you, please madame I ain't lost, just wandering"" [Chorus] Round my hometown Memories are fresh Round my hometown Ooh, the people I've met Are the wonders of my world Are the wonders of my world Are the wonders of this world Are the wonders now [Verse 2] I like it in the city When the air is so thick and opaque I love it to see everybody in short skirts, shorts and shades I like it in the city when two worlds collide You get the people and the government Everybody taking different sides [Refrain] Shows that we ain't gonna stand shit Shows that we are united Shows that we ain't gonna take it Shows that we ain't gonna stand shit Shows that we are united [Chorus] Round my hometown Memories are fresh Round my hometown Ooh, the people I've met, yeah [Outro] Doo-da-da-da-da-da-da-da-dah, yeah Doo-da-da-da-da-da-da-da-dah, yeah Doo-doo-doo-doo ooh-ooh yeah Yeah, yeah-ey Are the wonders of my world Are the wonders of my world Are the wonders of this world Are the wonders of my world Of my world Yeah, of my world Of my world, yeah"
Jungle,Casio,2018,soul,"[Verse 1] Casio, playing on my heart just like a Casio Breaking it apart so you can let it go Wait another year, that's not original Or cynical, alright, let's go now [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Verse 2] Play it cool, I just want the keys back to my vehicle They're just gonna tell you that it wasn't real And I just wanna tell you this is how I feel I know you feel, I know you feel it too [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Verse 3] Casio, playing on my heart just like a Casio Breaking it apart so you can let it go Wait another year, that's not original Or cynical, alright, let's go now [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Bridge] Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now (Alright, let's go now) Don't think that my love is gone It's all up in your head now (Alright, let's go now) Don't think that my love is gone (Casio) It's all up in your head now (Alright, let's go now) [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Outro] Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now"
Parcels,Lightenup,2018,soul,"Time to lighten up? I don't plan to I don't plan to Time I gave enough I don't plan to I don't plan to [Verse 1] Every eye is on us Every side is on us ""Sing it with pride and promise Never cry, never cry But you know we like it honest You know that's why we bought you I like your style and all But do it right, do it in time"" [Chorus] To lighten up? I don't plan to I don't plan to Time I gave enough I don't plan to I don't plan to [Verse 2] I need it, I love it The music, the time it takes For the letter to write back Let it go, let it go 'Cause this is the final product Drink it a while and call us Sell it for dimes and dollars There you go [Chorus] Time to lighten up? I don't plan to I don't plan to Time I gave enough I don't plan to I don't plan to"
James Brown & The Famous Flames,I Got You (I Feel Good),1966,soul,"[Verse 1] Casio, playing on my heart just like a Casio Breaking it apart so you can let it go Wait another year, that's not original Or cynical, alright, let's go now [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Verse 2] Play it cool, I just want the keys back to my vehicle They're just gonna tell you that it wasn't real And I just wanna tell you this is how I feel I know you feel, I know you feel it too [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Verse 3] Casio, playing on my heart just like a Casio Breaking it apart so you can let it go Wait another year, that's not original Or cynical, alright, let's go now [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Bridge] Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now (Alright, let's go now) Don't think that my love is gone It's all up in your head now (Alright, let's go now) Don't think that my love is gone (Casio) It's all up in your head now (Alright, let's go now) [Chorus] When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over When all your dreams are gone And you're still holding on You waited far too long Don't say I know, you know it's over [Outro] Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now Don't think that my love is gone It's all up in your head now"
Maribou State,Steal,2015,soul,"You were running blind Following your feet to try And outrun your fate Standing in a field of flowers Cerebral voices the loudest All hollering your name Is it paradise? Only if it blows your mind And then blows you away [Pre-Chorus] Sometimes you wheel Sometimes you deal Sometimes you have to rob and steal [Chorus] Call you a sinnerman Or call it second sight Now they treat 'em all the same And it's the the thinnest line They hung you out by You were holding my hands and saying ""What if I only ever took what's mine?"" I wanted to tell them That if I could've led a different life Could've led a different life But now I need somebody who can ease my mind Need somebody who can ease my mind You know I could've led a different life Could've led a different life [Verse 2] Pulling me aside Giving me your last advice And the whole house shakes Saying keep it in the family, hide it Don't make the mistakes that I did 'Cause it'll wear your soul away And I would've tried if only it was black and white But it's bullet gray [Pre-Chorus] Sometimes you wheel Sometimes you deal Sometimes you have to rob and steal [Chorus 2] Call you a sinnerman Call it second sight Now they treat 'em all the same It's the thinnest line To hang you by Holding my hands and saying ""You know I only ever took what's mine"" I wanted to tell them That if I could've led a different life Could've led a different life But now I need somebody who can ease my mind Need somebody who can ease my mind You know I Need the remedy to cure my vice Need the Valium to sleep at night (Night) [Chorus 3] What if I only ever took what's mine? I wanted to tell them That if I could have led a different life Could've led a different life But now I need somebody who can ease my mind Need the remedy to cure my vice Need somebody who can ease my mind"
Erykah Badu,On & On,1997,soul,"Oh my, my, my, I'm feeling high My money's gone, I'm all alone Too much to see The world keeps turning Oh what a day, what a day, what a day Peace and blessings manifest with every lesson learned If your knowledge were your wealth, then it would be well-earned If we were made in His image, then call us by our names Most intellects do not believe in God but they fear us just the same [Chorus] Oh, on and on and on and on My cypher keeps moving like a rolling stone Oh, on and on and on and on All night 'til the break of dawn I go on and on and on and on My cypher keeps moving like a rolling stone Oh on and on and on and on Goddammit, I'ma sing my song [Verse 2] I was born under water With three dollars and six dimes Yeah, you might laugh 'Cause you did not do your math Like one, two, three (Damn, y'all feel that? Oh) Like one, two, three The world keeps turning Oh what a day, what a day, what a day The man that knows something knows that he knows nothing at all Does it seem colder in your summertime and hotter in your fall? If we were made in His image, then call us by our names Most intellects do not believe in God but they fear us just the same [Chorus] Oh on and on and on and on My cypher keeps moving like a rolling stone On and on and on and on All night till the vultures swarm I go on and on and on and on My cypher keeps moving like a rolling stone On and on and on and on Mad props to the God JaBorn [Verse 3] I am feeling kinda hungry 'cause my high is coming down Don't feed me yours 'cause your food does not endure I think I need a cup of tea, the world keeps burning Oh what a day, what a day, what a day You rush into destruction 'cause you don't have nothing left The mothership can't save you so your ass is gon' get left If we were made in His image, then call us by our names Most intellects do not believe in God but they fear us just the same [Chorus] Oh on and on and on and on My cypher keeps moving like a rolling stone Oh on and on and on, on, on-on, on, on You can't fuck with me, so just leave it alone Ooh, ooh, wait, on and on and on and on My cypher keeps moving like a rolling stone Oh on and on and on and on And on and on"
NEIL FRANCES,Music Sounds Better with You,2017,soul,"Oh-oh-oh [Chorus] Ooh, baby I feel like music sounds better with you Love might bring us back together I feel so good I feel like music sounds better with you Love might bring us back together [Bridge] I feel so good I feel so good (Oh-oh-oh) [Chorus] Ooh, baby I feel like music sounds better with you Love might bring us back together I feel so good I feel like music sounds better with you Love might bring us back together [Bridge] Bring us back together Bring us back together I feel so good I feel so good Music sounds better with you (Oh-oh) [Chorus] Ooh, baby I feel like music sounds better with you Love might bring us back together I feel so good I feel like music sounds better with you Love might bring us back together"
Missy Elliott,Get Ur Freak On,2001,soul,"これからみんなで めちゃくちゃ踊って 騒ごう 騒ごう Headbanger Hit me (Yeah) Hit me (Hit me) Hit me, hit me (Yeah) Hit me Give me some new shit (Yeah) Give me some new shit (Yeah) Give me some new shit (Yeah) Give me some new shit [Verse 1] Missy be puttin' it down, I'm the hottest 'round I told y'all mother— (Skrrt), y'all can't stop me now Listen to me now, I'm lastin' twenty rounds And if you want me, nigga, then come on, get me now (Yes) Is you with me now? (Yes) Then biggie-biggie-bounce (Yes) I know you dig the way I sw-sw-switch my style (Holla) People, sing around (Yes) Now, people, gather 'round (Yes), now, people, jump around [Chorus] (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on [Verse 2] Who's that bitch? People you know (Yes) Me and Timbaland been hot since twenty years ago (Yes) What the dealio? Now what the drilly, yo? (Yes) You wanna battle me, then, nigga, let me know (Yes) (Holla) Got to feel it, son Let me throw you some (Maut mujhko) (Yes) People, here I come (Yes), now sweat me when I'm done (Yes) We got the radio shook like we got a gun [Chorus] (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on [Verse 3] Quiet (Shh), hush your mouth Silence when I spit it out In your face Open your mouth, give you a taste (Holla) Ain't no stoppin' me Copywritten so don't copy me Y'all do it sloppily And y'all can't come close to me (Yes) I know you feel me now (Yes), I know you hear me loud (Yes) I scream it loud and proud (Yes), Missy gon' blow it down (Yes) People gon' play me now (Yes) in and outta town (Yes) 'Cause I'm the best around (Yes) with the crazy style [Chorus] (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your freak on (Go), get your freak on (Go) Get your, get your, get your (Go), get your, get your freak on [Outro] 一 二 三 四"
Michael Jackson,Heal the World,1991,soul,"Think about, um, the generations, and, uh, say we wanna make it a better place for our children and children's children so that they, they, they s— they know it's a better world for them. Think they can make it a better place... [Verse 1: Michael Jackson] There's a place in your heart And I know that it is love And this place could much brighter than tomorrow And if you really try You'll find there's no need to cry In this place, you'll feel there's no hurt or sorrow [Pre-Chorus: Michael Jackson] There are ways to get there If you care enough for the living Make a little space Make a better place [Chorus: Michael Jackson] Heal the world Make it a better place For you and for me and the entire human race There are people dying If you care enough for the living Make a better place for you and for me [Verse 2: Michael Jackson] If you want to know why There's a love that cannot lie Love is strong, it only cares for joyful giving If we try, we shall see In this bliss, we cannot feel Fear or dread, we stop existing and start living [Pre-Chorus: Michael Jackson] Then it feels that always Love's enough for us growing Make a better world Make a better world [Chorus: Michael Jackson] Heal the world Make it a better place For you and for me and the entire human race There are people dying If you care enough for the living Make a better place for you and for me [Bridge: Michael Jackson] And the dream we were conceived in will reveal a joyful face And the world we once believed in will shine again in grace Then why do we keep strangling life Wound this Earth, crucify its soul? Though it's plain to see this world is heavenly Be God's glow [Verse 3: Michael Jackson] We could fly so high Let our spirits never die In my heart, I feel you are all my brothers Create a world with no fear Together we'll cry happy tears See the nations turn their swords into plowshares [Pre-Chorus: Michael Jackson] We could really get there If you cared enough for the living Make a little space To make a better place [Chorus: Michael Jackson & The John Bahler Singers] Heal the world Make it a better place For you and for me and the entire human race There are people dying If you care enough for the living Make a better place for you and for me Heal the world Make it a better place (Better place) For you and for me and the entire human race There are people dying If you care enough for the living Make a better place for you and for me Heal the world (Heal the world) Make it a better place (Better place) For you and for me and the entire human race (Oh, no) There are people dying (Oh) If you care enough for the living Make a better place for you and for me [Post-Chorus: Michael Jackson & The John Bahler Singers] (Yeah) There are people dying (Oh) If you care enough for the living (Then) Make a better place for you and for me (Everyone, there are) There are people dying (Oh) If you care enough for the living Make a better place for you and for me [Outro: MJ, MJ & The John Bahler Singers, Christa Collins, MJ & Christa Collins] (You and for me) Make a better place (You and for me) Make a better place (You and for me) Make a better place (You and for me) Heal the world we live in (You and for me) Save it for our children (You and for me) Heal the world we live in (You and for me) Save it for our children (You and for me) Heal the world we live in (You and for me) Save it for our children (You and for me) Heal the world we live in (You and for me) Save it for our children"
Nat King Cole,Unforgettable,1954,soul,"Unforgettable That's what you are Unforgettable Though near or far [Verse 1] Like a song of love that clings to me How the thought of you does things to me Never before has someone been more [Chorus] Unforgettable In every way And forevermore That's how you'll stay [Verse 2] That's why, darling, it's incredible That someone so unforgettable Thinks that I am unforgettable, too [Instrumental Break] [Chorus] Unforgettable In every way And forevermore That's how you'll stay [Verse 3] That's why, darling, it's incredible That someone so unforgettable Thinks that I am unforgettable, too"
Pink Sweat$,At My Worst,2021,soul,"Can I call you baby? Can you be my friend? Can you be my lover up until the very end? Let me show you love, oh, no pretend Stick by my side even when the world is caving in, yeah [Pre-Chorus] Oh, oh, oh, don't, don't you worry I'll be there whenever you want me [Chorus] I need somebody who can love me at my worst Know I'm not perfect, but I hope you see my worth 'Cause it's only you, nobody new, I put you first And for you, girl, I swear I'd do the worst [Post-Chorus] Ooh, ooh-ooh Ooh-ooh-ooh, ooh-ooh-ooh-ooh [Verse 2] If you stay forever, let me hold your hand I can fill those places in your heart no one else can Let me show you love, oh, no pretend, yeah I'll be right here, baby, you know it's sink or swim [Pre-Chorus] Oh, oh, oh, don't, don't you worry I'll be there whenever you want me [Chorus] I need somebody who can love me at my worst Know I'm not perfect, but I hope you see my worth, yeah 'Cause it's only you, nobody new, I put you first (You first) And for you, girl, I swear I'd do the worst [Post-Chorus] Ooh, ooh-ooh Ooh-ooh-ooh, ooh-ooh-ooh-ooh Ooh-ooh-ooh, ooh, ooh-ooh Ooh-ooh-ooh, ooh-ooh-ooh-ooh [Outro] I need somebody who can love me at my worst Know I'm not perfect, but I hope you see my worth 'Cause it's only you, nobody new, I put you first And for you, girl, I swear I'd do the worst"
Percy Sledge,When a Man Loves a Woman,1966,soul,"When a man loves a woman Can't keep his mind on nothin' else He'd change the world for the good thing he's found If she is bad, he can't see it She can do no wrong Turn his back on his best friend if he put her down When a man loves a woman He'll spend his very last dime Tryin' to hold on to what he needs He'd give up all his comforts And sleep out in the rain If she said that's the way It ought to be Well, this man loves you, woman I gave you everything I had Tryin' to hold on to your heartless love Baby, please don't treat me bad When a man loves a woman Down deep in his soul She can bring him such misery If she is playin' him for a fool He's the last one to know Lovin' eyes can never see When a man loves a woman He can do her no wrong He can never want Some other girl Yes when a man loves a woman I know exactly how he feels Cause baby, baby, you're my world When a man loves a woman..."
